"1","2","10","P, *, V, H, S, P, Z","4995","[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
"[SPRACK]
S[1] P[3] R[1] A[1] C[1] K[1] * 2 = 16","null, (x, y): = (3, 11), (x, y): = (4, 11)","16","false",
