"1","2","15","5","B, S, T, K, U, G, W","[STRACK, TIGER, TEACHER]
S[1] T[1] R[1] A[1] C[1] K[1] * 2 = 12
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9",", (x, y): = (3, 11), (x, y): = (4, 11)","31","false",,"StarTiles"
"1","2","15","5","B, S, T, K, U, G, W","[STRACK, TIGER, TEACHER]
S[1] T[1] R[1] A[1] C[1] K[1] * 2 = 12
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9",", (x, y): = (3, 11), (x, y): = (4, 11)","31","false",,"StarTiles"
"1","2","15","10","B, S, T, K, U, G, W","[STY, BIRTHDAY]
S[1] T[1] Y[1] * 1 = 3
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (11, 6), (x, y): = (11, 7)","21","false",,"StarTiles"
"1","2","15","20","B, S, T, K, U, G, W","[STY, BIRTHDAY]
S[1] T[1] Y[1] * 1 = 3
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (11, 6), (x, y): = (11, 7)","21","false",,"StarTiles"
"1","2","15","40","U, T, B, S, G, W, K","[AWK, BIRTHDAY]
A[1] W[4] K[15] * 1 = 20
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10)","38","false",,"StarTiles"
"1","2","15","80","U, T, B, S, G, K, W","[AWK, BIRTHDAY]
A[1] W[4] K[15] * 1 = 20
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10)","38","false",,"StarTiles"
"1","2","15","160","U, T, B, S, G, W, K","[AWK, BIRTHDAY]
A[1] W[4] K[15] * 1 = 20
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10)","38","false",,"StarTiles"
"1","2","30","5","U, S, B, T, G, W, K","[STY, BIRTHDAY]
S[1] T[1] Y[1] * 1 = 3
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (11, 6), (x, y): = (11, 7)","21","false",,"StarTiles"
"1","2","30","10","U, S, B, T, G, W, K","[STY, BIRTHDAY]
S[1] T[1] Y[1] * 1 = 3
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (11, 6), (x, y): = (11, 7)","21","false",,"StarTiles"
"1","2","30","20","U, S, B, T, G, W, K","[STY, BIRTHDAY]
S[1] T[1] Y[1] * 1 = 3
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (11, 6), (x, y): = (11, 7)","21","false",,"StarTiles"
"1","2","30","40","U, T, B, S, G, K, W","[AWK, BIRTHDAY]
A[1] W[4] K[15] * 1 = 20
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10)","38","false",,"StarTiles"
"1","2","30","80","U, T, B, S, G, W, K","[AWK, BIRTHDAY]
A[1] W[4] K[15] * 1 = 20
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10)","38","false",,"StarTiles"
"1","2","30","160","U, T, B, S, G, K, W","[AWK, BIRTHDAY]
A[1] W[4] K[15] * 1 = 20
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10)","38","false",,"StarTiles"
"1","3","15","5","U, S, B, T, G, K, W","[STRACK, TIGER, TEACHER]
S[1] T[1] R[1] A[1] C[1] K[1] * 2 = 12
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9",", (x, y): = (3, 11), (x, y): = (4, 11)","31","false",,"StarTiles"
"1","3","15","10","U, S, B, T, G, K, W","[EST, TEACHER]
E[2] S[1] T[2] * 1 = 5
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9",", (x, y): = (8, 13), (x, y): = (9, 13)","14","false",,"StarTiles"
"1","3","15","20","U, S, B, T, G, K, W","[STY, BIRTHDAY]
S[1] T[1] Y[1] * 1 = 3
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (11, 6), (x, y): = (11, 7)","21","false",,"StarTiles"
"1","3","15","40","B, K, G, T, W, U, S","[AWKS, BIRTHDAY]
A[1] W[4] K[15] S[1] * 1 = 21
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10), (x, y): = (10, 11)","39","false",,"StarTiles"
"1","3","15","80","B, K, G, T, W, U, S","[AWKS, BIRTHDAY]
A[1] W[4] K[15] S[1] * 1 = 21
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10), (x, y): = (10, 11)","39","false",,"StarTiles"
"1","3","15","160","B, K, G, T, W, U, S","[AWKS, BIRTHDAY]
A[1] W[4] K[15] S[1] * 1 = 21
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10), (x, y): = (10, 11)","39","false",,"StarTiles"
"1","3","30","5","B, K, G, S, W, U, T","[STRACK, TIGER, TEACHER]
S[1] T[1] R[1] A[1] C[1] K[1] * 2 = 12
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9",", (x, y): = (3, 11), (x, y): = (4, 11)","31","false",,"StarTiles"
"1","3","30","10","B, K, G, S, W, U, T","[STY, BIRTHDAY]
S[1] T[1] Y[1] * 1 = 3
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (11, 6), (x, y): = (11, 7)","21","false",,"StarTiles"
"1","3","30","20","B, K, G, S, W, U, T","[STY, BIRTHDAY]
S[1] T[1] Y[1] * 1 = 3
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (11, 6), (x, y): = (11, 7)","21","false",,"StarTiles"
"1","3","30","40","B, K, G, T, W, U, S","[AWKS, BIRTHDAY]
A[1] W[4] K[15] S[1] * 1 = 21
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10), (x, y): = (10, 11)","39","false",,"StarTiles"
"1","3","30","80","B, K, G, T, W, U, S","[AWKS, BIRTHDAY]
A[1] W[4] K[15] S[1] * 1 = 21
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10), (x, y): = (10, 11)","39","false",,"StarTiles"
"1","3","30","160","B, K, G, T, W, U, S","[AWKS, BIRTHDAY]
A[1] W[4] K[15] S[1] * 1 = 21
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18",", (x, y): = (10, 9), (x, y): = (10, 10), (x, y): = (10, 11)","39","false",,"StarTiles"
"1","3","60","5","B, K, G, S, W, U, T","[STRACK, TIGER, TEACHER]
S[1] T[1] R[1] A[1] C[1] K[1] * 2 = 12
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9",", (x, y): = (3, 11), (x, y): = (4, 11)","31","false",,"StarTiles"
"1","3","60","10","B, K, G, S, W, U, T","[EST, TEACHER]
E[2] S[1] T[2] * 1 = 5
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9",", (x, y): = (8, 13), (x, y): = (9, 13)","14","false",,"StarTiles"
"1","3","60","20","B, K, G, S, W, U, T","[STRACK, TIGER, TEACHER]
S[1] T[1] R[1] A[1] C[1] K[1] * 2 = 12
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9",", (x, y): = (3, 11), (x, y): = (4, 11)","31","false",,"StarTiles"
