"1","2","15","B, Q, V, H, C, A, H","53","[CAD, BIRTHDAY]
C[3] A[2] D[1] * 1 = 6
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18","null, (x, y): = (9, 6), (x, y): = (9, 7)","24","false",
"1","2","15","B, Q, V, H, C, A, H","53","[CAD, BIRTHDAY]
C[3] A[2] D[1] * 1 = 6
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18","null, (x, y): = (9, 6), (x, y): = (9, 7)","24","false",
"1","2","15","B, Q, V, H, C, A, H","316","[CAR, TEACHER]
C[3] A[3] R[1] * 1 = 7
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9","null, (x, y): = (5, 14), (x, y): = (6, 14)","16","false",
"1","2","15","B, Q, V, H, C, A, H","19","[CAR, TA, BIRTHDAY]
C[9] A[1] R[1] * 1 = 11
T[1] A[1] * 1 = 2
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18","null, (x, y): = (6, 6), (x, y): = (6, 7)","31","false",
"1","2","15","C, Q, V, B, H, A, H","32257","[CARACK, TIGER, TEACHER]
C[3] A[1] R[1] A[1] C[1] K[1] * 2 = 16
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9","null, (x, y): = (3, 11), (x, y): = (4, 11)","35","false",
"1","2","15","Q, V, C, B, H, A, H","34451","[CARACK, TIGER, TEACHER]
C[3] A[1] R[1] A[1] C[1] K[1] * 2 = 16
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9","null, (x, y): = (3, 11), (x, y): = (4, 11)","35","false",
"1","2","15","Q, V, C, B, H, A, H","30846","[CARACK, TIGER, TEACHER]
C[3] A[1] R[1] A[1] C[1] K[1] * 2 = 16
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9","null, (x, y): = (3, 11), (x, y): = (4, 11)","35","false",
"1","2","30","Q, V, C, B, H, A, H","113","[CAR, TA, BIRTHDAY]
C[9] A[1] R[1] * 1 = 11
T[1] A[1] * 1 = 2
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18","null, (x, y): = (6, 6), (x, y): = (6, 7)","31","false",
"1","2","30","Q, V, C, B, H, A, H","91","[CAY, BIRTHDAY]
C[3] A[1] Y[1] * 1 = 5
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18","null, (x, y): = (11, 6), (x, y): = (11, 7)","23","false",
"1","2","30","Q, V, C, B, H, A, H","316","[CAY, BIRTHDAY]
C[3] A[1] Y[1] * 1 = 5
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18","null, (x, y): = (11, 6), (x, y): = (11, 7)","23","false",
"1","2","30","Q, V, C, B, H, A, H","28957","[CARACK, TIGER, TEACHER]
C[3] A[1] R[1] A[1] C[1] K[1] * 2 = 16
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9","null, (x, y): = (3, 11), (x, y): = (4, 11)","35","false",
"1","2","30","Q, V, C, B, H, A, H","29716","[CARACK, TIGER, TEACHER]
C[3] A[1] R[1] A[1] C[1] K[1] * 2 = 16
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9","null, (x, y): = (3, 11), (x, y): = (4, 11)","35","false",
"1","2","30","Q, V, C, B, H, A, H","31544","[CARACK, TIGER, TEACHER]
C[3] A[1] R[1] A[1] C[1] K[1] * 2 = 16
T[1] I[1] G[1] E[1] R[1] * 2 = 10
T[1] E[2] A[1] C[1] H[1] E[2] R[1] * 1 = 9","null, (x, y): = (3, 11), (x, y): = (4, 11)","35","false",
"1","3","15","Q, V, C, B, H, A, H","26","[CAB, AT, BIRTHDAY]
C[3] A[1] B[2] * 1 = 6
A[1] T[1] * 1 = 2
B[2] I[1] R[1] T[1] H[1] D[1] A[1] Y[1] * 2 = 18","null, (x, y): = (4, 6), (x, y): = (4, 7)","26","false",
